Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
1689,243,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1690,76,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1691,152,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1692,81,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1693,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1694,97,0.0%,Plumbing,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1695,210,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1696,93,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1697,43,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1698,51,0.0%,Equipment,Alteration Type 3,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment
1699,176,0.0%,Plumbing,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1700,1275,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Small Commercial/Mixed - Equipment Work
1701,165,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1702,159,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1703,84,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1704,452,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
1705,154,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1706,75,0.0%,Equipment Work,Alteration Type 2,0.0%,2016,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1707,263,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1708,90,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1709,81,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1710,127,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1711,104,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1712,108,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1713,130,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1714,62,0.0%,Plumbing,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Plumbing
1715,463,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1716,281,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1717,916,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1718,122,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1719,150,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1720,150,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1721,216,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1722,56,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1723,96,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1724,51,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1725,60,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1726,60,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1727,197,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1728,526,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1729,86,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1730,66,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1731,210,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1732,63,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1733,50,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1734,51,0.0%,Equipment,Alteration Type 3,100.0%,2017,N/A,Specialized/Rare Residential - Equipment
1735,50,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1736,62,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1737,138,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1738,70,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1739,251,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1740,94,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1741,153,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1742,154,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1743,84,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1744,64,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1745,41,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1746,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1747,58,0.0%,Plumbing,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Plumbing
1748,245,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1749,56,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1750,52,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1751,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1752,80,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1753,198,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1754,176,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1755,68,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1756,45,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1757,86,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1758,203,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1759,370,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1760,206,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1761,86,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1762,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1763,61,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1764,205,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1765,75,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1766,75,0.0%,Plumbing,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1767,81,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1768,59,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1769,64,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1770,191,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1771,141,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1772,149,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1773,248,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1774,80,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1775,53,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1776,64,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1777,60,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1778,58,0.0%,Plumbing,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1779,93,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1780,177,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1781,434,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1782,197,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1783,58,0.0%,Equipment,Alteration Type 3,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment
1784,71,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1785,190,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1786,69,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1787,32,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1788,57,0.0%,Plumbing,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Plumbing
1789,72,0.0%,Plumbing,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Plumbing
1790,55,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1791,418,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1792,74,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1793,175,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1794,111,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1795,86,0.0%,Equipment,Alteration Type 3,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment
1796,59,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1797,139,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1798,59,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1799,54,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1800,57,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1801,96,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1802,89,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1803,238,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1804,198,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1805,338,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1806,371,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1807,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1808,70,0.0%,Plumbing,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Plumbing
1809,154,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1810,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1811,215,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1812,82,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1813,275,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1814,297,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1815,198,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1816,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1817,119,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1818,139,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1819,87,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1820,151,0.0%,Plumbing,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1821,67,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1822,249,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1823,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1824,155,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1825,105,0.0%,Equipment Work,Alteration Type 2,100.0%,2017,N/A,Specialized/Rare Residential - Equipment Work
1826,70,0.0%,New Building,New Building,100.0%,2017,N/A,Specialized/Rare Residential - New Building
1827,280,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1828,100,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1829,135,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1830,112,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1831,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1832,170,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1833,87,0.0%,Plumbing,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Plumbing
1834,59,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1835,52,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1836,255,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1837,950,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1838,238,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1839,265,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1840,141,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1841,114,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1842,119,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1843,45,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1844,182,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1845,1654,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Small Commercial/Mixed - Equipment Work
1846,70,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1847,179,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1848,143,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1849,166,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1850,69,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1851,74,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1852,506,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1853,285,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1854,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1855,185,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1856,117,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1857,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1858,83,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1859,62,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1860,52,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1861,279,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1862,147,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1863,83,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1864,79,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1865,509,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1866,219,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1867,201,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1868,50,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1869,66,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1870,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1871,269,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1872,162,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1873,295,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1874,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1875,167,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1876,153,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1877,194,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1878,55,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1879,1543,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Small Commercial/Mixed - Equipment Work
1880,284,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1881,452,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1882,205,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1883,68,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1884,79,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1885,117,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1886,51,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1887,65,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1888,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1889,51,0.0%,Plumbing,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Plumbing
1890,53,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1891,459,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1892,195,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1893,51,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1894,78,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1895,61,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1896,54,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1897,51,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1898,232,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1899,157,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1900,99,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1901,90,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
1902,145,0.0%,Plumbing,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1903,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1904,131,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1905,60,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1906,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1907,44,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1908,145,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1909,98,0.0%,Plumbing,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1910,64,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1911,124,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1912,61,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1913,55,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1914,50,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1915,51,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1916,61,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1917,142,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1918,48,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1919,128,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1920,120,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1921,73,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1922,55,0.0%,Plumbing,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Plumbing
1923,70,0.0%,Plumbing,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Plumbing
1924,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1925,52,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1926,57,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
